epoch,state_change_arousal val_MAE,state_change_arousal val_MAPE,state_change_arousal val_RMSE,state_change_arousal val_SMAPE,state_change_valence val_MAE,state_change_valence val_MAPE,state_change_valence val_RMSE,state_change_valence val_SMAPE,step,train_loss_epoch,train_loss_step,val_loss
14,0.27965468168258667,11503897.0,0.3842497766017914,1.2556366920471191,0.3155556619167328,9336318.0,0.43199339509010315,1.0244909524917603,989,,,0.8162431716918945
14,,,,,,,,,989,1.2950032949447632,,
15,,,,,,,,,999,,1.1947243213653564,
15,,,,,,,,,1049,,1.3910226821899414,
15,0.31176862120628357,12880093.0,0.4226970374584198,1.2788382768630981,0.3804967999458313,12116459.0,0.5017346143722534,1.04033625125885,1055,,,0.9244316816329956
15,,,,,,,,,1055,1.2834312915802002,,
16,,,,,,,,,1099,,1.2641162872314453,
16,0.2659009099006653,11671439.0,0.3572275638580322,1.2357935905456543,0.31290203332901,9525349.0,0.4260692894458771,1.0075405836105347,1121,,,0.7832968235015869
16,,,,,,,,,1121,1.2587502002716064,,
17,,,,,,,,,1149,,1.278019666671753,
17,0.2762496769428253,11408402.0,0.3835061490535736,1.2543587684631348,0.3069336712360382,10073841.0,0.4150552451610565,1.0036405324935913,1187,,,0.7985613942146301
17,,,,,,,,,1187,1.2610310316085815,,
18,,,,,,,,,1199,,1.2642326354980469,
18,,,,,,,,,1249,,1.265803575515747,
18,0.284775972366333,12202393.0,0.38518673181533813,1.2458744049072266,0.3101436197757721,10022459.0,0.41713786125183105,0.9958845973014832,1253,,,0.8023245930671692
18,,,,,,,,,1253,1.2367948293685913,,
19,,,,,,,,,1299,,1.2301596403121948,
19,0.29852598905563354,12435357.0,0.40712377429008484,1.2676568031311035,0.3218097388744354,10481842.0,0.4407787024974823,1.0059235095977783,1319,,,0.8479024767875671
19,,,,,,,,,1319,1.2349486351013184,,
20,,,,,,,,,1349,,1.2426338195800781,
20,0.25990861654281616,11028791.0,0.3627070188522339,1.234410047531128,0.2869908809661865,9005667.0,0.4012600779533386,0.9954270124435425,1385,,,0.7639670968055725
20,,,,,,,,,1385,1.232384204864502,,
21,,,,,,,,,1399,,1.2187023162841797,
21,,,,,,,,,1449,,1.1875715255737305,
21,0.2617420554161072,10790407.0,0.3549855351448059,1.2371065616607666,0.3062705397605896,10186760.0,0.41797804832458496,1.001416802406311,1451,,,0.7729635834693909
21,,,,,,,,,1451,1.2184467315673828,,
22,,,,,,,,,1499,,1.1709001064300537,
22,0.24203839898109436,10756381.0,0.33207952976226807,1.2151899337768555,0.26466795802116394,8021282.0,0.3667186498641968,0.9726218581199646,1517,,,0.6987981796264648
22,,,,,,,,,1517,1.2044525146484375,,
23,,,,,,,,,1549,,1.185110330581665,
23,0.26270416378974915,11315451.0,0.35572195053100586,1.2338277101516724,0.2932177484035492,10142702.0,0.39749112725257874,0.9845672249794006,1583,,,0.7532130479812622
23,,,,,,,,,1583,1.1833127737045288,,
24,,,,,,,,,1599,,1.150553584098816,
24,,,,,,,,,1649,,1.1741373538970947,
24,0.27904510498046875,10546327.0,0.378147691488266,1.2657999992370605,0.2974192798137665,9260418.0,0.41122472286224365,1.003300428390503,1649,,,0.789372444152832
24,,,,,,,,,1649,1.191347599029541,,
25,,,,,,,,,1699,,1.18019437789917,
25,0.2556287348270416,10051149.0,0.34120574593544006,1.2426608800888062,0.2896449565887451,9342402.0,0.39382514357566833,0.9923579096794128,1715,,,0.7350308895111084
25,,,,,,,,,1715,1.2008408308029175,,
26,,,,,,,,,1749,,1.1401357650756836,
26,0.2914266288280487,11309680.0,0.4296104609966278,1.274153232574463,0.33208683133125305,10659626.0,0.4667125940322876,1.011529564857483,1781,,,0.8963230848312378
26,,,,,,,,,1781,1.1943490505218506,,
27,,,,,,,,,1799,,1.1985447406768799,
27,0.2429787516593933,10531746.0,0.3325912058353424,1.2149760723114014,0.2642604112625122,8287582.5,0.36346277594566345,0.9698432087898254,1847,,,0.6960539817810059
27,,,,,,,,,1847,1.2434111833572388,,
28,,,,,,,,,1849,,1.1533830165863037,
28,,,,,,,,,1899,,1.2822809219360352,
28,0.2617308497428894,11144011.0,0.35791081190109253,1.2343584299087524,0.30739539861679077,10472514.0,0.40967339277267456,0.9857341051101685,1913,,,0.7675842046737671
28,,,,,,,,,1913,1.222556233406067,,
29,,,,,,,,,1949,,1.171593189239502,
29,0.2400442659854889,9752456.0,0.341783344745636,1.224766492843628,0.2727762758731842,9010986.0,0.38218367099761963,0.9740957617759705,1979,,,0.7239670157432556
29,,,,,,,,,1979,1.1913739442825317,,
